Student_ID,Gender,Study_Hours,Family_Income,Attendance,Test_Score,Extra_Activities,Internet_Access,Parental_Education,School_Type,Health_Status,Part_Time_Job
2167,Male,11.0,Medium,97,92.0,Debate,Yes,Bachelor,Government,Excellent,No
2168,Other,4.0,Low,53,51.0,Debate,Yes,Master,Government,Good,No
2169,Other,15.0,Medium,59,62.0,None,No,Bachelor,Government,Good,No
2170,Male,13.0,High,84,51.0,Music,Yes,PhD,Government,Excellent,No
2171,Other,9.0,Medium,50,21.0,Music,Yes,PhD,Private,Average,Yes
2172,Male,4.0,Medium,88,54.0,Music,Yes,Bachelor,Private,Good,No
2173,Other,6.0,,52,2.0,Music,Yes,High School,Private,Excellent,Yes
2174,Other,15.0,Low,92,1.0,Music,Yes,High School,Government,Poor,Yes
2175,Other,14.0,Medium,94,,None,No,Master,Government,Excellent,Yes
2176,Female,5.0,High,75,27.0,None,Yes,Master,Private,Excellent,No
2177,Female,6.0,High,66,36.0,Sports,Yes,High School,Government,Excellent,Yes
2178,Female,17.0,Medium,91,68.0,Debate,No,Master,Private,Poor,No
2179,Other,18.0,Medium,57,8.0,Music,No,High School,Private,Good,No
2180,Female,18.0,Medium,79,61.0,Debate,Yes,Bachelor,Private,Average,No
2181,Other,16.0,Medium,57,31.0,None,No,Master,Government,Average,Yes
2182,Female,13.0,Low,78,80.0,Sports,No,Bachelor,Private,Excellent,No
2183,Male,8.0,Medium,100,74.0,None,No,High School,Government,Good,No
2184,Other,15.0,,100,34.0,Sports,No,Master,Private,Poor,Yes
2185,Female,9.0,High,67,46.0,None,No,Master,Private,Good,Yes
2186,Female,8.0,Medium,73,17.0,Music,Yes,Master,Government,Poor,Yes
2187,Other,11.0,Medium,58,35.0,Debate,No,Master,Government,Poor,Yes
2188,Other,8.0,Medium,69,18.0,Debate,Yes,Bachelor,Government,Poor,No
2189,Other,15.0,Medium,93,24.0,Sports,No,Master,Government,Excellent,Yes
2190,Other,15.0,Medium,62,45.0,Sports,No,Master,Government,Good,No
2191,Other,1.0,High,86,59.0,None,No,PhD,Government,Poor,Yes
2192,Other,6.0,Low,68,94.0,Sports,Yes,Master,Private,Good,Yes
2193,Other,19.0,Low,54,22.0,Music,Yes,Master,Government,Good,No
2194,Male,6.0,High,85,77.0,None,No,PhD,Government,Average,Yes
2195,Female,6.0,Medium,73,26.0,Music,Yes,High School,Government,Average,No
2196,Male,18.0,High,83,34.0,Sports,No,Bachelor,Private,Average,Yes
2197,Other,2.0,Medium,96,76.0,Debate,No,High School,Private,Excellent,Yes
2198,Male,9.0,Low,57,54.0,Music,No,PhD,Private,Good,Yes
2199,Other,5.0,Low,95,35.0,None,No,PhD,Private,Good,No
2200,Female,1.0,Low,53,87.0,Debate,Yes,Bachelor,Private,Good,Yes
2201,Female,19.0,Medium,93,96.0,Sports,Yes,Master,Private,Excellent,Yes
2202,Female,17.0,,87,70.0,Music,No,Master,Private,Average,No
2203,Male,8.0,High,57,8.0,Sports,Yes,High School,Private,Poor,No
2204,Female,14.0,Medium,58,20.0,Music,No,PhD,Government,Excellent,Yes
2205,Other,13.0,Medium,90,31.0,Debate,No,Bachelor,Private,Poor,Yes
2206,Female,8.0,Low,97,65.0,None,No,PhD,Private,Average,No
2207,Male,1.0,Medium,90,43.0,Sports,Yes,Master,Government,Average,No
2208,Female,9.0,High,80,88.0,Debate,Yes,PhD,Private,Poor,Yes
2209,Female,3.0,High,80,64.0,Debate,No,Bachelor,Government,Average,No
2210,Male,0.0,Low,100,74.0,None,Yes,PhD,Private,Excellent,Yes
2211,Male,10.0,Medium,89,79.0,None,No,Bachelor,Private,Good,No
2212,Male,15.0,Low,56,86.0,Debate,Yes,Bachelor,Private,Good,Yes
2213,Other,,Low,74,14.0,Music,No,Bachelor,Private,Average,Yes
2214,Female,12.0,High,62,26.0,Debate,Yes,High School,Private,Good,Yes
2215,Other,13.0,Low,54,15.0,Debate,No,Master,Government,Excellent,Yes
2216,Other,0.0,Low,67,45.0,Music,No,Master,Private,Good,No
2217,Male,8.0,High,56,96.0,Sports,No,Master,Private,Good,No
2218,Other,17.0,Low,87,71.0,Debate,No,Bachelor,Government,Excellent,No
2219,Female,10.0,Low,91,47.0,Music,Yes,Bachelor,Private,Excellent,Yes
2220,Male,2.0,Medium,64,64.0,Sports,No,PhD,Government,Poor,No
2221,Other,3.0,Medium,98,18.0,Music,No,Bachelor,Government,Average,No
2222,Female,10.0,Medium,94,89.0,Music,Yes,Bachelor,Government,Excellent,No
2223,Female,6.0,Medium,82,36.0,Music,Yes,High School,Government,Good,Yes
2224,Female,8.0,High,80,57.0,Sports,Yes,Bachelor,Government,Excellent,No
2225,Other,4.0,High,58,54.0,Sports,Yes,Bachelor,Private,Excellent,No
2226,Male,1.0,Medium,68,52.0,Debate,Yes,Bachelor,Government,Average,Yes
2227,Male,11.0,Low,55,46.0,Debate,No,Bachelor,Private,Excellent,No
2228,Female,3.0,,85,2.0,Debate,Yes,PhD,Government,Good,No
2229,Male,12.0,Low,81,87.0,Debate,No,High School,Private,Excellent,Yes
2230,Male,,Medium,77,85.0,Debate,Yes,Bachelor,Government,Poor,Yes
2231,Male,14.0,Low,99,61.0,Sports,No,Master,Government,Excellent,No
2232,Male,0.0,High,87,0.0,None,Yes,Bachelor,Government,Good,Yes
2233,Other,17.0,Medium,59,38.0,Music,Yes,High School,Government,Excellent,No
2234,Male,1.0,Medium,84,72.0,Debate,Yes,Bachelor,Private,Poor,No
2235,Male,3.0,Low,95,32.0,Music,No,Master,Government,Good,No
2236,Other,18.0,Medium,73,22.0,Music,No,PhD,Private,Poor,Yes
2237,Male,19.0,Low,83,33.0,Debate,No,Bachelor,Government,Good,Yes
2238,Male,9.0,Medium,100,48.0,Music,Yes,High School,Private,Excellent,No
2239,Male,12.0,Low,58,48.0,Music,No,Bachelor,Government,Good,Yes
2240,Female,18.0,Low,76,98.0,None,Yes,High School,Private,Excellent,Yes
2241,Other,7.0,Low,83,48.0,Music,Yes,Bachelor,Government,Poor,Yes
2242,Male,9.0,Low,64,9.0,Music,Yes,Bachelor,Government,Good,Yes
2243,Other,7.0,Low,76,95.0,None,Yes,PhD,Private,Excellent,Yes
2244,Other,18.0,High,76,65.0,Music,No,PhD,Private,Good,Yes
2245,Male,8.0,High,81,70.0,Music,Yes,Bachelor,Private,Excellent,Yes
2246,Other,8.0,Low,94,87.0,Music,Yes,High School,Private,Good,Yes
2247,Female,12.0,High,76,66.0,Music,No,Master,Government,Excellent,Yes
2248,Other,0.0,Low,75,75.0,Music,Yes,PhD,Government,Excellent,Yes
2249,Male,,Low,93,38.0,Music,Yes,Bachelor,Government,Poor,No
2250,Male,9.0,High,66,41.0,Sports,Yes,High School,Private,Excellent,No
2251,Female,18.0,High,65,99.0,None,Yes,Bachelor,Private,Average,No
2252,Male,7.0,Low,84,,Sports,No,Bachelor,Government,Good,Yes
2253,Female,10.0,High,75,0.0,Sports,No,PhD,Private,Good,Yes
2254,Other,10.0,Medium,87,45.0,None,Yes,High School,Private,Poor,No
2255,Other,15.0,High,79,35.0,None,No,Bachelor,Private,Average,No
2256,Other,10.0,Low,91,95.0,Music,Yes,PhD,Government,Excellent,No
2257,Male,0.0,Medium,86,90.0,Debate,Yes,High School,Private,Good,No
2258,Male,5.0,High,63,43.0,Debate,Yes,High School,Government,Good,No
2259,Female,12.0,High,67,30.0,Sports,No,Bachelor,Government,Excellent,Yes
2260,Other,10.0,High,77,96.0,Music,Yes,Bachelor,Government,Average,Yes
2261,Female,2.0,High,89,57.0,Debate,Yes,High School,Government,Good,No
2262,Female,0.0,High,65,95.0,None,Yes,High School,Private,Average,No
2263,Male,13.0,Low,51,3.0,None,Yes,PhD,Private,Poor,No
2264,Other,10.0,High,69,52.0,Debate,No,Master,Government,Poor,Yes
2265,Female,13.0,Medium,79,88.0,Music,No,High School,Government,Average,No
2266,Other,9.0,High,58,92.0,Music,Yes,Bachelor,Government,Poor,Yes
2267,Male,1.0,High,100,56.0,Sports,Yes,High School,Private,Average,Yes
2268,Other,4.0,Low,50,72.0,None,Yes,Bachelor,Government,Excellent,No
2269,Female,14.0,Low,76,,Music,No,Master,Private,Good,No
2270,Female,17.0,Medium,58,49.0,None,Yes,High School,Private,Poor,Yes
2271,Other,15.0,Low,69,4.0,Sports,Yes,Bachelor,Government,Average,Yes
2272,Other,19.0,Medium,76,51.0,Music,Yes,Bachelor,Private,Average,No
2273,Other,2.0,High,88,16.0,Music,No,Bachelor,Government,Average,Yes
2274,Female,8.0,Low,84,31.0,Debate,No,PhD,Government,Good,No
2275,Female,17.0,High,82,5.0,None,Yes,Bachelor,Government,Good,No
2276,Female,18.0,High,62,68.0,Music,Yes,Master,Private,Good,No
2277,Other,4.0,Low,63,92.0,Sports,No,Bachelor,Government,Poor,Yes
2278,Female,3.0,Low,50,91.0,None,Yes,High School,Government,Good,No
2279,Other,7.0,Low,99,60.0,Music,No,Master,Government,Average,Yes
2280,Female,,High,56,9.0,None,Yes,Bachelor,Private,Good,No
2281,Female,10.0,Low,96,22.0,Sports,Yes,Master,Government,Poor,No
2282,Other,11.0,Medium,82,52.0,Debate,No,High School,Private,Good,Yes
2283,Male,11.0,Medium,88,60.0,Debate,No,Master,Government,Average,Yes
2284,Female,15.0,Low,83,18.0,Sports,No,PhD,Government,Excellent,No
2285,Male,15.0,Medium,95,3.0,None,Yes,PhD,Government,Poor,Yes
2286,Female,14.0,Low,77,45.0,Sports,Yes,Master,Private,Average,Yes
2287,Female,0.0,High,56,31.0,Debate,Yes,Bachelor,Government,Good,No
2288,Female,14.0,Medium,95,83.0,None,Yes,Bachelor,Private,Poor,No
2289,Other,17.0,Medium,73,45.0,None,Yes,Bachelor,Government,Poor,Yes
2290,Female,5.0,Medium,64,61.0,Music,Yes,Bachelor,Government,Average,No
2291,Male,8.0,Medium,73,91.0,Music,No,High School,Private,Poor,Yes
2292,Female,16.0,,76,53.0,Music,Yes,High School,Private,Poor,Yes
2293,Female,11.0,High,88,99.0,Music,Yes,PhD,Private,Excellent,No
2294,Female,1.0,Medium,52,86.0,Music,No,Master,Government,Poor,No
2295,Other,15.0,Low,59,66.0,Sports,Yes,High School,Government,Excellent,No
2296,Other,,Medium,61,23.0,Sports,Yes,PhD,Government,Average,Yes
2297,Male,11.0,Low,90,65.0,None,Yes,Bachelor,Private,Good,Yes
2298,Other,14.0,Low,78,17.0,None,Yes,PhD,Government,Average,Yes
2299,Female,12.0,High,57,,Music,No,High School,Government,Excellent,No
2300,Other,11.0,,59,47.0,Debate,No,Master,Government,Good,No
2301,Other,18.0,High,66,45.0,Debate,Yes,High School,Private,Good,Yes
2302,Female,15.0,Medium,58,47.0,None,No,Master,Government,Poor,Yes
2303,Female,6.0,Medium,91,61.0,None,Yes,Master,Government,Poor,Yes
2304,Other,16.0,High,64,93.0,None,Yes,Bachelor,Government,Good,No
2305,Female,9.0,High,53,26.0,Music,Yes,Master,Private,Good,Yes
2306,Other,,Low,70,61.0,None,No,Master,Government,Poor,No
2307,Other,5.0,Low,56,77.0,Music,Yes,Bachelor,Government,Excellent,Yes
2308,Female,8.0,Low,97,,Sports,No,PhD,Private,Good,No
2309,Male,0.0,High,57,51.0,None,Yes,Master,Private,Good,No
2310,Other,15.0,Medium,95,0.0,Debate,No,High School,Government,Good,Yes
2311,Male,13.0,Low,69,49.0,Music,No,High School,Government,Good,Yes
2312,Male,7.0,High,56,39.0,Sports,Yes,PhD,Government,Good,No
2313,Other,14.0,Low,95,71.0,Sports,Yes,PhD,Private,Poor,No
2314,Other,15.0,Medium,55,16.0,Music,No,High School,Government,Excellent,Yes
2315,Female,13.0,High,58,0.0,Music,No,Master,Private,Poor,Yes
2316,Female,15.0,High,63,77.0,Sports,No,Master,Government,Average,Yes
2317,Male,6.0,Medium,97,76.0,Sports,No,Bachelor,Private,Good,No
2318,Male,17.0,High,85,29.0,Sports,No,PhD,Government,Average,Yes
2319,Other,16.0,High,78,76.0,Music,No,Master,Government,Average,No
2320,Other,0.0,High,52,66.0,None,No,PhD,Private,Poor,Yes
2321,Female,10.0,Low,94,21.0,Sports,Yes,Master,Government,Excellent,No
2322,Other,19.0,Medium,80,34.0,Sports,No,PhD,Private,Good,No
2323,Other,4.0,Low,73,55.0,Debate,No,High School,Government,Average,No
2324,Male,,Medium,73,13.0,None,No,High School,Private,Average,Yes
2325,Other,,High,97,44.0,Music,Yes,Master,Government,Average,No
2326,Male,17.0,,85,85.0,Sports,No,Bachelor,Government,Poor,No
2327,Male,12.0,High,84,,Music,Yes,PhD,Private,Excellent,No
2328,Female,,,74,11.0,None,No,High School,Private,Good,Yes
2329,Female,10.0,Medium,88,23.0,None,Yes,PhD,Government,Good,No
2330,Male,5.0,High,70,68.0,None,Yes,Master,Government,Poor,No
2331,Other,10.0,Low,64,56.0,Debate,No,Bachelor,Government,Excellent,Yes
2332,Other,14.0,Medium,83,8.0,Sports,Yes,Bachelor,Government,Good,No
2333,Other,13.0,Medium,58,1.0,None,No,Master,Private,Poor,No
2334,Male,7.0,Medium,52,58.0,Music,Yes,High School,Private,Good,Yes
2335,Female,17.0,High,59,,Debate,No,Bachelor,Government,Average,No
2336,Other,0.0,Low,99,28.0,None,Yes,Bachelor,Private,Good,Yes
2337,Male,8.0,Medium,64,92.0,None,Yes,Bachelor,Government,Average,Yes
2338,Female,6.0,High,65,99.0,Music,Yes,PhD,Government,Excellent,No
2339,Other,14.0,Low,62,54.0,Debate,No,PhD,Private,Excellent,No
2340,Male,14.0,High,93,93.0,Music,Yes,High School,Private,Good,No
2341,Male,8.0,High,93,21.0,Sports,No,Master,Private,Average,Yes
2342,Female,4.0,Low,50,84.0,None,Yes,PhD,Private,Excellent,Yes
2343,Female,6.0,High,96,48.0,Music,No,Bachelor,Private,Good,No
2344,Other,11.0,Low,82,11.0,Debate,No,High School,Government,Average,Yes
2345,Female,,Medium,57,70.0,Sports,Yes,PhD,Government,Excellent,No
2346,Male,9.0,Medium,65,88.0,None,Yes,High School,Government,Excellent,No
2347,Other,14.0,Low,97,7.0,None,No,Bachelor,Private,Good,Yes
2348,Male,3.0,High,84,96.0,Debate,No,High School,Private,Poor,Yes
2349,Male,14.0,Medium,100,15.0,Music,No,Bachelor,Private,Excellent,Yes
2350,Male,17.0,Low,63,39.0,Music,Yes,High School,Government,Good,Yes
2351,Male,2.0,Low,90,44.0,None,No,Master,Private,Average,No
2352,Other,,High,76,63.0,Sports,No,High School,Government,Excellent,No
2353,Male,19.0,High,93,62.0,Music,No,Master,Private,Excellent,Yes
2354,Female,4.0,Medium,97,50.0,Debate,No,Master,Private,Poor,No
2355,Male,1.0,Medium,50,9.0,None,No,Bachelor,Government,Excellent,Yes
2356,Male,14.0,Medium,88,75.0,Sports,Yes,High School,Private,Excellent,No
2357,Other,7.0,High,99,85.0,Debate,Yes,PhD,Government,Poor,No
2358,Other,4.0,Medium,92,70.0,Sports,Yes,Master,Private,Average,No
2359,Other,8.0,Low,79,44.0,Sports,No,Bachelor,Private,Poor,Yes
2360,Female,6.0,Low,84,84.0,None,Yes,PhD,Government,Excellent,Yes
2361,Male,3.0,Medium,59,55.0,Sports,Yes,High School,Private,Average,Yes
2362,Male,18.0,,80,85.0,Music,Yes,Master,Government,Poor,Yes
2363,Female,7.0,Medium,61,72.0,Music,Yes,High School,Government,Good,Yes
2364,Female,13.0,Low,89,83.0,Sports,No,High School,Government,Average,Yes
2365,Other,8.0,Medium,84,12.0,None,No,PhD,Private,Poor,No
2366,Female,4.0,Low,83,63.0,None,Yes,Bachelor,Private,Poor,No
2367,Female,5.0,High,88,87.0,Sports,No,Bachelor,Private,Average,Yes
2368,Other,9.0,Low,81,29.0,Music,No,PhD,Government,Average,No
2369,Female,12.0,Medium,61,51.0,Music,Yes,Bachelor,Government,Average,No
2370,Other,9.0,High,94,53.0,None,No,High School,Government,Excellent,Yes
2371,Male,12.0,High,77,56.0,None,No,PhD,Private,Excellent,No
2372,Other,2.0,High,68,17.0,Debate,No,Master,Government,Poor,No
2373,Female,11.0,Medium,73,24.0,Debate,No,PhD,Private,Poor,Yes
2374,Female,3.0,Low,69,,Sports,Yes,PhD,Government,Good,Yes
2375,Other,10.0,Medium,71,19.0,Sports,Yes,PhD,Private,Average,Yes
2376,Female,8.0,Low,60,10.0,None,No,High School,Private,Good,Yes
2377,Male,5.0,High,77,39.0,None,Yes,PhD,Private,Average,Yes
2378,Other,11.0,Low,94,97.0,Debate,No,High School,Private,Poor,No
2379,Other,13.0,High,89,22.0,Sports,Yes,Bachelor,Government,Excellent,Yes
2380,Female,8.0,High,69,89.0,Debate,No,High School,Private,Average,No
2381,Female,7.0,High,54,86.0,Debate,Yes,Master,Government,Excellent,No
2382,Female,8.0,High,100,41.0,Debate,Yes,Bachelor,Private,Good,No
2383,Other,12.0,Medium,89,,Music,Yes,PhD,Government,Good,No
2384,Other,10.0,Low,56,55.0,Sports,No,High School,Government,Excellent,Yes
2385,Female,8.0,Medium,71,32.0,Debate,No,Master,Private,Poor,Yes
2386,Other,19.0,High,86,88.0,Music,No,PhD,Government,Good,Yes
2387,Male,7.0,Low,90,97.0,Music,Yes,High School,Private,Excellent,Yes
2388,Female,9.0,Low,78,25.0,Sports,No,Bachelor,Private,Good,Yes
2389,Other,8.0,Low,61,68.0,Debate,No,High School,Government,Poor,Yes
2390,Male,3.0,Medium,78,28.0,None,No,Master,Government,Good,Yes
2391,Female,9.0,Low,85,93.0,Sports,Yes,High School,Government,Poor,Yes
2392,Other,16.0,Low,84,59.0,Debate,Yes,Master,Government,Poor,Yes
2393,Female,18.0,Low,92,90.0,Debate,No,High School,Private,Good,Yes
2394,Female,9.0,Low,71,36.0,Music,Yes,Master,Government,Excellent,Yes
2395,Female,17.0,High,67,24.0,Debate,Yes,High School,Private,Poor,No
2396,Other,15.0,Low,71,73.0,Music,Yes,High School,Private,Average,Yes
2397,Male,3.0,High,68,43.0,Debate,No,High School,Government,Poor,Yes
2398,Male,8.0,Low,83,33.0,None,No,Master,Government,Good,No
2399,Female,8.0,,58,11.0,Sports,No,PhD,Government,Average,Yes
2400,Other,1.0,Medium,59,92.0,Debate,Yes,High School,Private,Excellent,No
2401,Other,18.0,,68,38.0,Music,Yes,High School,Private,Average,Yes
2402,Other,7.0,Medium,87,18.0,Music,Yes,Bachelor,Private,Average,Yes
2403,Male,18.0,Low,58,18.0,Music,Yes,High School,Private,Average,No
2404,Other,3.0,High,100,28.0,Music,No,High School,Private,Excellent,Yes
2405,Female,10.0,Medium,77,65.0,Music,No,PhD,Private,Excellent,No
2406,Other,2.0,Medium,79,89.0,Music,No,Master,Government,Excellent,Yes
2407,Male,17.0,Low,74,100.0,Sports,Yes,Bachelor,Government,Poor,Yes
2408,Male,16.0,Medium,67,97.0,Debate,Yes,Bachelor,Private,Excellent,Yes
2409,Male,18.0,Low,75,93.0,Sports,No,Bachelor,Private,Poor,Yes
2410,Male,8.0,High,68,75.0,Sports,Yes,PhD,Private,Poor,Yes
2411,Other,15.0,Low,76,19.0,Sports,Yes,Bachelor,Government,Excellent,Yes
2412,Other,,High,85,56.0,None,Yes,Master,Government,Good,No
2413,Male,8.0,High,53,,Debate,Yes,High School,Government,Excellent,Yes
2414,Other,4.0,,98,8.0,Sports,Yes,High School,Private,Excellent,Yes
2415,Female,4.0,Low,75,1.0,Music,Yes,Master,Government,Good,No
2416,Male,13.0,High,94,27.0,Debate,Yes,Master,Private,Average,Yes
2417,Male,13.0,Medium,52,33.0,Sports,Yes,Master,Government,Good,Yes
2418,Other,4.0,Low,85,,Sports,No,PhD,Private,Poor,Yes
2419,Female,3.0,,56,82.0,None,Yes,High School,Government,Poor,No
2420,Male,16.0,Low,59,77.0,Debate,No,PhD,Government,Poor,No
2421,Female,5.0,High,94,80.0,Debate,Yes,High School,Private,Excellent,Yes
2422,Male,6.0,Medium,53,55.0,Music,No,Master,Private,Excellent,Yes
2423,Other,13.0,Low,56,4.0,Music,Yes,Bachelor,Private,Poor,Yes
2424,Male,14.0,Low,71,84.0,Debate,Yes,Master,Private,Poor,No
2425,Other,5.0,Medium,79,21.0,Music,No,Master,Government,Average,No
2426,Female,9.0,High,71,58.0,Music,Yes,PhD,Government,Poor,No
2427,Other,7.0,Low,78,39.0,Sports,Yes,Bachelor,Private,Poor,Yes
2428,Other,7.0,Low,60,83.0,Music,No,PhD,Government,Poor,Yes
2429,Male,,High,65,91.0,None,No,Bachelor,Government,Average,No
2430,Male,15.0,Low,93,62.0,Sports,No,Bachelor,Government,Poor,No
2431,Female,19.0,High,55,31.0,Music,Yes,Bachelor,Private,Excellent,No
2432,Female,10.0,Medium,86,44.0,Sports,Yes,Master,Private,Good,No
2433,Female,6.0,,62,82.0,Music,No,PhD,Government,Average,No
2434,Other,1.0,High,82,91.0,Music,Yes,Master,Government,Excellent,Yes
2435,Other,6.0,High,96,86.0,Music,Yes,High School,Private,Average,No
2436,Male,5.0,High,100,32.0,Sports,Yes,PhD,Government,Poor,Yes
2437,Female,18.0,Medium,57,81.0,Debate,No,High School,Government,Poor,Yes
2438,Male,17.0,,60,34.0,Music,Yes,Master,Private,Poor,Yes
2439,Male,0.0,Low,82,45.0,None,Yes,High School,Government,Average,Yes
2440,Other,17.0,High,82,100.0,Music,No,High School,Private,Average,Yes
2441,Male,11.0,High,93,35.0,Debate,No,High School,Government,Good,Yes
2442,Other,16.0,Low,97,61.0,Sports,No,PhD,Government,Poor,No
2443,Male,7.0,Low,89,82.0,Music,Yes,Bachelor,Government,Poor,Yes
2444,Female,,Medium,76,89.0,None,Yes,Bachelor,Government,Excellent,No
2445,Female,2.0,Low,95,99.0,Sports,No,PhD,Government,Poor,No
2446,Male,9.0,Low,88,25.0,Music,Yes,Bachelor,Private,Average,No
2447,Male,15.0,High,67,6.0,Sports,Yes,Master,Private,Average,Yes
2448,Female,17.0,Low,94,86.0,Sports,No,PhD,Government,Average,Yes
2449,Female,0.0,High,81,4.0,Debate,Yes,PhD,Government,Average,Yes
2450,Other,7.0,High,94,86.0,Sports,Yes,Bachelor,Private,Average,No
2451,Female,18.0,High,90,99.0,Music,Yes,PhD,Government,Good,Yes
2452,Other,2.0,Low,73,31.0,Debate,Yes,High School,Private,Average,No
2453,Female,15.0,Low,71,78.0,Debate,No,PhD,Government,Average,No
2454,Male,15.0,High,99,90.0,Sports,Yes,PhD,Private,Good,Yes
2455,Male,15.0,Medium,52,80.0,Sports,Yes,PhD,Government,Average,No
2456,Female,11.0,Medium,52,83.0,Music,No,Master,Private,Good,No
2457,Male,8.0,High,63,200.0,None,Yes,Master,Private,Poor,No
2458,Other,17.0,Medium,81,79.0,Debate,Yes,High School,Private,Excellent,No
2459,Other,10.0,Low,58,61.0,Debate,Yes,High School,Private,Good,No
2460,Other,19.0,,65,27.0,Debate,No,Bachelor,Government,Excellent,No
2461,Female,10.0,Low,74,94.0,Sports,Yes,High School,Private,Poor,Yes
2462,Other,19.0,Medium,54,79.0,None,No,PhD,Private,Excellent,No
2463,Male,11.0,Medium,62,77.0,Music,Yes,Bachelor,Government,Good,Yes
2464,Other,17.0,,80,73.0,Music,Yes,Master,Government,Poor,No
2465,Female,1.0,Medium,70,65.0,Debate,No,Bachelor,Government,Excellent,No
2466,Other,3.0,Medium,89,96.0,Sports,No,Master,Government,Good,No
2467,Male,3.0,Low,100,40.0,None,Yes,PhD,Private,Poor,No
2468,Male,13.0,Low,58,85.0,Music,Yes,PhD,Government,Average,No
2469,Female,12.0,Low,70,65.0,Music,No,Master,Government,Good,No
2470,Other,8.0,Low,58,63.0,Sports,Yes,Bachelor,Private,Excellent,Yes
2471,Male,14.0,Medium,59,6.0,Music,No,Master,Government,Excellent,No
2472,Female,9.0,Low,90,,Debate,Yes,High School,Private,Average,No
2473,Female,4.0,High,93,44.0,Sports,Yes,PhD,Private,Good,No
2474,Female,3.0,Medium,61,,Debate,Yes,Master,Government,Average,Yes
2475,Female,17.0,Medium,60,29.0,Debate,No,Bachelor,Private,Poor,No
2476,Female,3.0,Low,69,37.0,None,Yes,Master,Private,Poor,No
2477,Female,15.0,Medium,99,38.0,Sports,Yes,Bachelor,Government,Poor,No
2478,Male,10.0,Low,88,18.0,Music,No,PhD,Government,Excellent,Yes
2479,Other,6.0,Medium,82,46.0,Debate,No,Bachelor,Private,Average,No
2480,Female,0.0,Low,56,37.0,None,Yes,PhD,Government,Excellent,No
2481,Other,2.0,Medium,50,,Music,Yes,PhD,Government,Good,No
2482,Female,15.0,High,63,100.0,Music,No,Bachelor,Government,Average,No
2483,Male,3.0,Low,94,73.0,Music,Yes,Master,Private,Excellent,No
2484,Male,2.0,Low,70,78.0,Music,No,High School,Government,Good,No
2485,Other,19.0,High,94,68.0,None,No,Master,Private,Poor,Yes
2486,Female,0.0,Low,98,98.0,None,No,Bachelor,Government,Good,No
2487,Other,0.0,Medium,57,3.0,Music,Yes,PhD,Private,Poor,No
2488,Female,9.0,Medium,66,34.0,Sports,No,Bachelor,Private,Excellent,Yes
2489,Female,11.0,Medium,94,0.0,None,Yes,Master,Government,Poor,Yes
2490,Female,2.0,High,98,80.0,Music,No,Bachelor,Government,Excellent,Yes
2491,Female,12.0,High,64,,None,No,PhD,Government,Average,No
2492,Female,5.0,Medium,51,57.0,None,No,Bachelor,Private,Average,No
2493,Female,19.0,High,62,21.0,Music,No,PhD,Government,Poor,No
2494,Male,9.0,Low,78,4.0,Debate,Yes,PhD,Government,Poor,No
2495,Male,5.0,High,77,59.0,Sports,Yes,Bachelor,Private,Excellent,Yes
2496,Female,,Low,57,35.0,None,No,Master,Government,Excellent,No
2497,Other,14.0,Medium,84,8.0,Music,No,Master,Private,Good,Yes
2498,Other,13.0,Medium,73,83.0,Music,Yes,High School,Private,Excellent,No
2499,Male,11.0,Medium,56,,Debate,No,High School,Private,Poor,Yes
2500,Other,9.0,High,77,77.0,None,No,Master,Government,Excellent,No
2501,Female,,Medium,71,83.0,Sports,Yes,PhD,Government,Good,Yes
2502,Female,,High,75,89.0,Sports,No,Bachelor,Private,Average,Yes
2503,Female,13.0,Medium,66,3.0,Debate,Yes,Bachelor,Government,Poor,Yes
2504,Female,9.0,Low,87,50.0,Sports,Yes,Bachelor,Private,Excellent,Yes
2505,Female,0.0,High,55,38.0,Sports,Yes,PhD,Private,Average,Yes
2506,Other,19.0,Low,60,83.0,Music,Yes,Master,Government,Excellent,No
2507,Other,1.0,Low,87,51.0,Debate,No,Master,Private,Good,No
2508,Female,,,51,74.0,None,Yes,PhD,Government,Good,Yes
2509,Female,1.0,Medium,81,70.0,Debate,No,PhD,Private,Poor,Yes
2510,Other,1.0,Low,75,54.0,Sports,Yes,Master,Government,Poor,Yes
2511,Other,7.0,Low,80,30.0,Music,Yes,Bachelor,Government,Excellent,No
2512,Female,17.0,Low,81,49.0,None,No,Bachelor,Private,Poor,No
2513,Other,12.0,High,84,7.0,Sports,No,Bachelor,Government,Good,Yes
2514,Female,16.0,High,51,,Music,Yes,Master,Private,Excellent,No
2515,Male,7.0,High,52,14.0,Sports,Yes,Bachelor,Government,Average,No
2516,Female,9.0,High,82,64.0,Sports,Yes,PhD,Private,Poor,No
2517,Other,13.0,High,56,9.0,Debate,Yes,Master,Private,Excellent,No
2518,Male,18.0,High,70,40.0,Sports,No,Master,Private,Average,No
2519,Other,18.0,High,97,87.0,None,No,Bachelor,Government,Excellent,Yes
2520,Other,4.0,Medium,74,78.0,Sports,Yes,High School,Private,Poor,No
2521,Other,17.0,High,65,47.0,Debate,Yes,Master,Government,Average,No
2522,Male,9.0,Low,72,20.0,Music,Yes,PhD,Private,Good,Yes
2523,Female,15.0,Medium,66,85.0,Sports,No,Master,Private,Poor,Yes
2524,Male,17.0,High,82,23.0,Sports,Yes,Bachelor,Private,Good,No
