Job_Title,Experience_Years,Education_Level,Salary,Job_Type,Location,Company_Size,Age,Industry,Remote_Work,Skills,Performance_Rating
Sales Executive,1,Master,75822.0,Full-time,Austin,Small,54,Education,Yes,C++,3
Accountant,8,Master,71603.0,Full-time,Chicago,Enterprise,46,IT,Yes,Marketing,4
Sales Executive,22,Master,122689.0,Contract,Boston,Medium,48,Finance,No,Java,4
Software Engineer,14,High School,100291.0,Internship,Seattle,Small,62,Retail,No,Data Analysis,5
Teacher,12,Bachelor,110450.0,Internship,San Francisco,Enterprise,56,IT,Yes,Data Analysis,1
Data Scientist,22,PhD,55592.0,Internship,New York,Medium,29,Education,Yes,Marketing,1
Marketing Manager,16,High School,76006.0,Part-time,Seattle,Enterprise,47,Retail,No,Marketing,1
Accountant,1,High School,46269.0,Contract,San Francisco,Enterprise,21,Education,No,Marketing,2
Data Scientist,19,Master,124268.0,Internship,New York,Large,47,Manufacturing,No,Data Analysis,3
Marketing Manager,19,Master,70138.0,Part-time,Austin,Small,22,Finance,Yes,C++,5
Teacher,2,High School,82398.0,Contract,Boston,Enterprise,33,Education,No,Marketing,4
Sales Executive,11,PhD,110091.0,Part-time,Remote,Large,44,Retail,Yes,Java,1
Teacher,1,PhD,39874.0,Internship,New York,Enterprise,21,Finance,No,,4
Nurse,13,High School,77228.0,Internship,Seattle,Large,25,Retail,Yes,Python,3
Software Engineer,15,Bachelor,82670.0,Full-time,Chicago,Medium,25,Retail,No,,5
Nurse,18,Bachelor,145613.0,Full-time,New York,Medium,34,IT,Yes,,1
Accountant,33,PhD,122071.0,Contract,Chicago,Large,63,Healthcare,Yes,Python,1
Data Scientist,5,Master,131880.0,Part-time,,Medium,61,Education,Yes,Data Analysis,5
Accountant,12,Bachelor,130572.0,Part-time,New York,Medium,20,Education,Yes,Data Analysis,4
Sales Executive,21,Bachelor,136694.0,Internship,Remote,Medium,44,IT,Yes,Python,3
Marketing Manager,17,Master,27925.0,Internship,Remote,Enterprise,51,Manufacturing,Yes,Data Analysis,3
Teacher,11,Bachelor,23107.0,Contract,Austin,Large,62,Education,No,,3
Nurse,29,High School,106388.0,Full-time,Remote,Small,38,IT,No,SQL,4
Nurse,6,Bachelor,115719.0,Internship,New York,Small,60,Education,No,Excel,4
Sales Executive,31,Master,138018.0,Part-time,Remote,Large,41,Education,Yes,SQL,1
Nurse,18,High School,47617.0,Internship,San Francisco,Enterprise,61,Retail,Yes,Excel,4
Sales Executive,5,Bachelor,94258.0,Full-time,Boston,Medium,58,IT,No,C++,2
Accountant,19,PhD,70075.0,Part-time,Chicago,Medium,46,Manufacturing,Yes,Java,5
Teacher,26,High School,146998.0,Full-time,Boston,Enterprise,56,Education,Yes,Data Analysis,4
Data Scientist,6,High School,42631.0,Contract,Seattle,Small,23,Manufacturing,No,SQL,3
Marketing Manager,4,PhD,143120.0,Contract,Chicago,Large,31,Healthcare,No,Java,4
Data Scientist,10,PhD,82444.0,Full-time,Seattle,Large,31,IT,No,Python,1
Accountant,14,Bachelor,117158.0,Part-time,San Francisco,Enterprise,54,IT,No,SQL,5
Marketing Manager,2,Bachelor,136584.0,Full-time,,Medium,41,IT,No,C++,5
Nurse,4,Master,27883.0,Internship,Boston,Medium,30,Retail,No,Python,3
Software Engineer,22,Master,39708.0,Internship,San Francisco,Medium,18,IT,No,C++,5
Accountant,8,High School,66221.0,Full-time,New York,Large,29,Retail,Yes,C++,2
Accountant,14,PhD,37197.0,Internship,Chicago,Small,59,Healthcare,Yes,Marketing,5
Teacher,2,PhD,41134.0,Full-time,Seattle,Large,41,Finance,Yes,Python,3
Data Scientist,28,Master,125922.0,Internship,Remote,Enterprise,54,Retail,Yes,Data Analysis,5
Accountant,5,High School,53550.0,Full-time,Boston,Large,37,Education,No,C++,4
Accountant,16,High School,34642.0,Internship,Boston,Enterprise,23,IT,Yes,Marketing,1
Nurse,25,Master,40439.0,Part-time,San Francisco,Large,29,Finance,Yes,Excel,4
Nurse,20,Master,117779.0,Part-time,San Francisco,Small,38,Retail,Yes,Marketing,2
Marketing Manager,7,Master,126093.0,Internship,Seattle,Enterprise,20,Manufacturing,Yes,Data Analysis,2
Sales Executive,20,Bachelor,44583.0,Full-time,Chicago,Medium,44,Manufacturing,No,Excel,1
Sales Executive,10,High School,113885.0,Internship,Chicago,Medium,63,Education,Yes,Marketing,1
Software Engineer,7,High School,99538.0,Contract,Boston,Large,53,Finance,No,Marketing,1
Sales Executive,23,High School,82014.0,Contract,Seattle,Large,34,Healthcare,No,Java,1
Teacher,34,Master,39523.0,Full-time,Boston,Small,63,Retail,Yes,Java,5
Software Engineer,13,Master,130285.0,Internship,Remote,Small,32,Manufacturing,No,Data Analysis,4
Marketing Manager,13,Master,90543.0,Internship,Austin,Medium,56,Manufacturing,Yes,Python,2
Nurse,9,Master,105971.0,Part-time,Chicago,Large,21,Retail,No,C++,5
Sales Executive,11,PhD,125879.0,Full-time,Seattle,Enterprise,34,Manufacturing,No,,1
Data Scientist,33,Master,110629.0,Contract,Remote,Small,55,Healthcare,No,Java,3
Nurse,9,Bachelor,137878.0,Contract,Seattle,Enterprise,28,Manufacturing,Yes,Excel,3
Teacher,16,PhD,134488.0,Full-time,Boston,Enterprise,29,Retail,Yes,Java,4
Nurse,16,PhD,96830.0,Contract,,Small,64,IT,Yes,Python,2
Teacher,2,Master,123941.0,Full-time,Seattle,Large,49,Manufacturing,Yes,SQL,2
Teacher,30,High School,65538.0,Contract,Boston,Enterprise,44,Retail,No,Excel,4
Teacher,0,Master,67310.0,Contract,New York,Large,61,IT,Yes,SQL,1
Marketing Manager,11,High School,30908.0,Full-time,San Francisco,Enterprise,60,Manufacturing,No,Excel,1
Teacher,3,Master,135266.0,Full-time,San Francisco,Large,44,Manufacturing,No,C++,2
Teacher,12,Master,77290.0,Contract,Chicago,Large,57,Retail,No,C++,2
Data Scientist,33,High School,73634.0,Contract,Austin,Large,61,Education,No,,2
Software Engineer,20,High School,32699.0,Part-time,Chicago,Large,46,Education,No,Python,1
Accountant,21,High School,120169.0,Internship,New York,Small,26,Finance,No,Java,3
Software Engineer,3,High School,140177.0,Full-time,Boston,Enterprise,60,Education,No,SQL,4
Teacher,17,Bachelor,86912.0,Full-time,San Francisco,Large,20,Healthcare,No,SQL,4
Data Scientist,4,High School,34255.0,Internship,San Francisco,Medium,56,Finance,No,,5
Nurse,18,Master,99183.0,Part-time,Remote,Enterprise,46,Education,No,Python,5
Data Scientist,1,Master,80282.0,Contract,Seattle,Enterprise,38,IT,No,Java,3
Teacher,11,Bachelor,78249.0,Contract,Austin,Large,52,Retail,Yes,Marketing,2
Data Scientist,16,High School,58176.0,Part-time,Austin,Enterprise,27,Education,No,Marketing,3
Sales Executive,9,Master,28163.0,Part-time,Seattle,Medium,40,IT,Yes,C++,5
Data Scientist,33,Bachelor,74210.0,Internship,New York,Medium,56,Finance,Yes,Marketing,5
Teacher,5,Master,143844.0,Internship,,Medium,42,Retail,No,SQL,4
Marketing Manager,7,Bachelor,124587.0,Contract,San Francisco,Enterprise,41,Education,No,C++,3
Sales Executive,10,Bachelor,120280.0,Part-time,New York,Enterprise,37,Finance,No,SQL,1
Data Scientist,11,PhD,91979.0,Part-time,Chicago,Large,32,Education,No,Python,5
Accountant,8,PhD,98860.0,Contract,Chicago,Enterprise,38,Finance,Yes,Excel,4
Accountant,1,High School,41143.0,Contract,New York,Enterprise,59,Education,Yes,Java,2
Data Scientist,7,PhD,125899.0,Contract,San Francisco,Large,29,IT,No,Data Analysis,3
Marketing Manager,10,Bachelor,24920.0,Contract,Remote,Medium,35,Healthcare,Yes,Data Analysis,5
Nurse,9,Master,136575.0,Contract,Chicago,Large,40,IT,No,Data Analysis,1
Teacher,20,Master,145327.0,Internship,Boston,Small,58,Retail,No,Excel,5
Accountant,19,High School,102911.0,Contract,San Francisco,Enterprise,46,Education,No,,1
Nurse,7,PhD,57996.0,Part-time,Seattle,Enterprise,58,Healthcare,Yes,Java,3
Data Scientist,28,High School,31748.0,Full-time,Austin,Small,53,Healthcare,Yes,SQL,1
Nurse,11,Bachelor,114071.0,Internship,Remote,Small,22,Retail,Yes,Python,1
Sales Executive,13,PhD,101251.0,Part-time,Remote,Small,56,Retail,No,C++,4
Software Engineer,20,High School,67252.0,Full-time,New York,Large,43,Healthcare,Yes,Java,3
Accountant,21,Master,142734.0,Internship,Austin,Medium,56,Retail,No,SQL,5
Data Scientist,20,Master,,Contract,Seattle,Large,28,Retail,No,Marketing,2
Teacher,29,High School,26450.0,Internship,Chicago,Small,59,Education,Yes,Data Analysis,3
Marketing Manager,19,High School,72756.0,Contract,Remote,Large,28,IT,No,Marketing,3
Sales Executive,23,High School,70235.0,Contract,Boston,Enterprise,35,Manufacturing,No,SQL,2
Data Scientist,22,Bachelor,110546.0,Contract,San Francisco,Large,29,Finance,No,Excel,5
Teacher,6,Bachelor,20020.0,Full-time,Remote,Small,33,Healthcare,No,C++,4
Marketing Manager,8,Master,145802.0,Internship,Remote,Enterprise,44,Finance,Yes,,5
Marketing Manager,0,Bachelor,100253.0,Contract,San Francisco,Medium,53,Healthcare,No,Python,2
Data Scientist,25,Bachelor,132884.0,Part-time,Seattle,Large,34,Healthcare,No,Data Analysis,5
Sales Executive,21,PhD,128421.0,Internship,New York,Large,38,IT,No,SQL,3
Nurse,9,Bachelor,29664.0,Part-time,Remote,Small,54,Healthcare,Yes,Python,4
Nurse,5,PhD,86635.0,Full-time,Remote,Medium,48,Healthcare,No,Java,1
Marketing Manager,16,Bachelor,43225.0,Full-time,Austin,Enterprise,62,IT,No,Python,5
Nurse,23,Master,88173.0,Internship,Boston,Small,52,Retail,Yes,Marketing,1
Software Engineer,9,High School,126885.0,Full-time,Chicago,Small,44,Manufacturing,No,SQL,4
Marketing Manager,7,Master,126048.0,Full-time,New York,Large,40,Finance,Yes,Java,1
Marketing Manager,20,Bachelor,105333.0,Internship,Boston,Medium,49,Healthcare,No,Data Analysis,5
Teacher,5,High School,60225.0,Part-time,Boston,Small,34,IT,Yes,Python,2
Nurse,20,High School,30807.0,Contract,Seattle,Large,28,Healthcare,No,Data Analysis,3
Sales Executive,23,High School,103274.0,Internship,Seattle,Enterprise,18,IT,Yes,Marketing,3
Marketing Manager,32,PhD,26402.0,Internship,San Francisco,Small,45,Finance,Yes,C++,1
Sales Executive,17,Master,24521.0,Contract,Chicago,Enterprise,35,Education,No,Excel,3
Software Engineer,27,PhD,83165.0,Part-time,New York,Enterprise,58,Retail,No,Python,3
Teacher,31,High School,139813.0,Contract,San Francisco,Large,37,Education,Yes,Data Analysis,2
Data Scientist,11,Master,,Contract,Remote,Medium,24,IT,No,Marketing,1
Sales Executive,26,Master,28382.0,Part-time,Chicago,Enterprise,54,Healthcare,No,C++,2
Marketing Manager,9,Bachelor,143027.0,Part-time,Austin,Small,33,Retail,Yes,C++,2
Software Engineer,31,PhD,130996.0,Contract,Austin,Medium,56,Finance,Yes,Marketing,4
Accountant,25,PhD,122657.0,Contract,San Francisco,Medium,62,Manufacturing,No,Marketing,1
Software Engineer,24,Bachelor,35065.0,Internship,New York,Large,62,Retail,No,Data Analysis,2
Software Engineer,10,PhD,105470.0,Part-time,Chicago,Small,64,Healthcare,No,Marketing,5
Teacher,22,High School,34425.0,Full-time,Austin,Small,40,Education,No,Excel,3
Data Scientist,33,High School,,Part-time,Austin,Large,49,IT,Yes,SQL,1
Accountant,22,PhD,60799.0,Contract,,Large,34,Education,Yes,Marketing,4
Nurse,28,Bachelor,73257.0,Contract,San Francisco,Medium,36,Retail,Yes,SQL,2
Nurse,30,Master,143990.0,Contract,Seattle,Enterprise,59,Manufacturing,Yes,C++,5
Sales Executive,6,PhD,81177.0,Contract,Remote,Enterprise,51,Healthcare,No,Excel,3
Software Engineer,32,Master,147813.0,Full-time,,Enterprise,31,IT,Yes,Data Analysis,3
Teacher,20,Bachelor,101046.0,Part-time,Remote,Enterprise,20,Healthcare,Yes,C++,5
Teacher,1,Master,57851.0,Full-time,Chicago,Small,56,Healthcare,No,Excel,1
Nurse,17,Bachelor,28816.0,Full-time,Austin,Small,42,Manufacturing,No,C++,3
Sales Executive,32,Bachelor,97853.0,Contract,Boston,Large,28,Retail,Yes,Java,3
Sales Executive,33,High School,22175.0,Full-time,Boston,Large,32,Education,No,Java,3
Sales Executive,19,High School,31341.0,Contract,Seattle,Enterprise,36,Healthcare,Yes,Marketing,2
Accountant,34,Bachelor,83908.0,Contract,Boston,Large,60,Healthcare,No,SQL,2
Data Scientist,17,PhD,45654.0,Contract,New York,Small,32,Healthcare,No,C++,3
Accountant,23,High School,80895.0,Full-time,San Francisco,Enterprise,32,IT,Yes,Excel,4
Marketing Manager,7,Bachelor,79696.0,Contract,Chicago,Enterprise,55,Healthcare,No,Python,3
Marketing Manager,29,Master,77889.0,Full-time,New York,Small,32,Healthcare,Yes,Java,1
Data Scientist,9,Master,107144.0,Part-time,San Francisco,Medium,26,Retail,Yes,Java,4
Nurse,22,PhD,103115.0,Contract,New York,Enterprise,22,Healthcare,Yes,C++,1
Data Scientist,10,Master,50194.0,Internship,Austin,Large,36,Manufacturing,No,Data Analysis,5
Teacher,1,Master,54837.0,Internship,Austin,Medium,41,Manufacturing,Yes,Python,5
Marketing Manager,25,Bachelor,88894.0,Internship,Seattle,Small,46,Healthcare,Yes,SQL,2
Software Engineer,32,Master,104358.0,Internship,New York,Medium,22,Manufacturing,Yes,SQL,2
Software Engineer,12,Master,61576.0,Internship,Remote,Medium,39,Retail,Yes,SQL,2
Nurse,24,Master,122548.0,Full-time,Boston,Enterprise,30,IT,Yes,Marketing,5
Teacher,3,Master,39727.0,Part-time,Austin,Medium,64,Manufacturing,Yes,Marketing,1
Accountant,18,Bachelor,54579.0,Full-time,San Francisco,Large,63,Manufacturing,No,,4
Teacher,17,Master,116554.0,Contract,Seattle,Enterprise,46,Education,Yes,C++,2
Software Engineer,29,PhD,36555.0,Part-time,Boston,Small,33,Retail,No,Python,5
Software Engineer,18,High School,73294.0,Part-time,Chicago,Large,53,Manufacturing,No,C++,2
Marketing Manager,22,PhD,69777.0,Part-time,New York,Enterprise,34,IT,Yes,,3
Teacher,15,High School,25906.0,Part-time,Remote,Medium,37,Education,No,Python,4
Teacher,0,PhD,60751.0,Internship,Austin,Large,31,Healthcare,No,Excel,1
Software Engineer,11,High School,89599.0,Contract,Remote,Enterprise,23,Retail,Yes,Python,2
Accountant,23,High School,128750.0,Part-time,Boston,Enterprise,39,Manufacturing,No,Marketing,3
Nurse,33,High School,94180.0,Part-time,San Francisco,Small,57,Healthcare,Yes,SQL,3
Sales Executive,7,High School,127914.0,Internship,New York,Enterprise,26,Retail,No,Java,4
Nurse,17,Bachelor,,Full-time,,Small,49,Education,Yes,Data Analysis,5
Teacher,4,PhD,51644.0,Full-time,San Francisco,Medium,41,Manufacturing,No,Python,5
Nurse,25,High School,53521.0,Full-time,,Enterprise,50,IT,Yes,Python,2
Software Engineer,29,PhD,31564.0,Contract,Austin,Enterprise,30,Retail,Yes,Data Analysis,2
Software Engineer,12,Master,125155.0,Full-time,Austin,Medium,52,IT,No,Java,5
Teacher,18,High School,90640.0,Part-time,Seattle,Enterprise,23,Healthcare,Yes,Data Analysis,1
Teacher,28,PhD,47299.0,Internship,,Enterprise,57,Healthcare,Yes,Python,1
Sales Executive,2,Bachelor,,Internship,Remote,Large,47,Education,No,Data Analysis,3
Sales Executive,25,PhD,67958.0,Full-time,New York,Small,55,Education,Yes,,4
Marketing Manager,11,High School,,Internship,San Francisco,Enterprise,33,Finance,Yes,C++,1
Teacher,1,Master,33421.0,Part-time,New York,Enterprise,18,Finance,No,Java,2
Accountant,10,PhD,108747.0,Full-time,Boston,Small,59,Education,No,Java,1
Nurse,27,Master,31202.0,Part-time,Seattle,Large,35,Manufacturing,No,SQL,4
Teacher,17,Bachelor,129407.0,Contract,Chicago,Small,39,Healthcare,No,SQL,2
Data Scientist,12,PhD,62185.0,Part-time,New York,Enterprise,43,IT,No,Java,4
Marketing Manager,21,PhD,126663.0,Part-time,Austin,Medium,31,Education,No,SQL,5
Data Scientist,11,Bachelor,23685.0,Part-time,Boston,Medium,54,Manufacturing,Yes,C++,4
Software Engineer,1,Bachelor,110197.0,Part-time,Austin,Large,31,IT,No,SQL,4
Sales Executive,6,Bachelor,62637.0,Contract,Boston,Large,43,Finance,No,C++,4
Nurse,25,High School,38366.0,Full-time,,Enterprise,53,IT,No,SQL,2
Teacher,25,High School,123248.0,Part-time,San Francisco,Large,40,Education,Yes,Java,4
Data Scientist,23,PhD,,Full-time,Remote,Enterprise,19,Healthcare,Yes,Python,4
Nurse,11,PhD,100946.0,Internship,San Francisco,Medium,56,Education,Yes,Excel,3
Software Engineer,15,PhD,68239.0,Part-time,San Francisco,Large,24,Retail,No,Java,2
Sales Executive,22,Master,95214.0,Part-time,Remote,Enterprise,56,Manufacturing,Yes,Data Analysis,4
Accountant,8,Bachelor,44575.0,Internship,Boston,Small,62,Manufacturing,Yes,Excel,1
Marketing Manager,31,PhD,61401.0,Full-time,Boston,Large,39,Manufacturing,Yes,SQL,4
Nurse,14,Bachelor,61230.0,Contract,Remote,Enterprise,45,Retail,Yes,SQL,1
Nurse,12,High School,99424.0,Part-time,Austin,Enterprise,55,Retail,No,,5
Accountant,4,Bachelor,102263.0,Internship,New York,Small,37,Healthcare,No,SQL,5
Nurse,10,Master,144086.0,Internship,Boston,Medium,35,Manufacturing,No,Data Analysis,2
Software Engineer,9,Master,149526.0,Part-time,Austin,Small,41,Education,No,Excel,2
Software Engineer,12,Bachelor,134507.0,Full-time,New York,Enterprise,50,Retail,No,Java,5
Accountant,14,Master,88617.0,Full-time,Remote,Small,62,Education,No,Java,2
Marketing Manager,6,Master,43021.0,Part-time,San Francisco,Small,43,Finance,Yes,Data Analysis,1
Teacher,27,High School,29449.0,Internship,Boston,Enterprise,36,Manufacturing,No,C++,1
Data Scientist,31,PhD,35657.0,Part-time,Chicago,Medium,59,Retail,No,Python,3
Teacher,34,Master,55059.0,Contract,San Francisco,Small,30,Retail,No,Data Analysis,2
Nurse,14,PhD,21532.0,Contract,Seattle,Small,27,Healthcare,No,Excel,2
Data Scientist,20,Bachelor,146302.0,Full-time,New York,Large,31,Education,No,SQL,3
Accountant,5,Bachelor,122666.0,Contract,Chicago,Large,26,Healthcare,Yes,Marketing,4
Accountant,0,Master,70805.0,Internship,San Francisco,Enterprise,28,Healthcare,Yes,Python,1
Marketing Manager,3,Bachelor,101551.0,Contract,Boston,Enterprise,20,Education,Yes,Python,4
Data Scientist,10,High School,57756.0,Part-time,Chicago,Enterprise,57,Finance,Yes,Marketing,3
Software Engineer,25,Master,91880.0,Internship,Austin,Large,29,Education,Yes,Data Analysis,2
Data Scientist,22,Master,126734.0,Full-time,New York,Enterprise,52,Finance,No,Java,4
Nurse,28,Master,133997.0,Full-time,Seattle,Small,56,Healthcare,Yes,C++,2
Software Engineer,20,Bachelor,94642.0,Contract,Austin,Small,63,Finance,Yes,Java,3
Sales Executive,26,Bachelor,54206.0,Full-time,Chicago,Medium,56,Manufacturing,No,Java,5
Sales Executive,12,Master,72168.0,Part-time,San Francisco,Enterprise,49,Finance,Yes,Marketing,2
Sales Executive,22,PhD,133123.0,Internship,New York,Small,56,Finance,Yes,SQL,4
Accountant,15,Bachelor,95188.0,Part-time,Boston,Small,31,Retail,No,SQL,4
Data Scientist,29,Bachelor,,Part-time,Seattle,Medium,61,Retail,No,C++,3
Sales Executive,3,Master,26389.0,Part-time,San Francisco,Small,18,Healthcare,No,C++,4
Teacher,15,PhD,107897.0,Part-time,Seattle,Medium,44,Education,Yes,Excel,1
Marketing Manager,30,Master,55847.0,Internship,Boston,Medium,54,Finance,Yes,Excel,2
Teacher,24,Bachelor,124599.0,Internship,Remote,Large,60,Manufacturing,Yes,Java,1
Sales Executive,11,Master,99239.0,Part-time,New York,Small,18,Retail,No,Marketing,3
Marketing Manager,25,Master,38642.0,Part-time,Chicago,Large,62,Education,Yes,C++,1
Nurse,32,Master,126862.0,Full-time,,Small,46,Manufacturing,Yes,Python,1
Teacher,27,PhD,137679.0,Full-time,New York,Large,41,Finance,Yes,SQL,2
Data Scientist,8,Master,56509.0,Internship,Seattle,Medium,34,Education,Yes,Data Analysis,2
Data Scientist,11,Bachelor,99417.0,Full-time,San Francisco,Medium,52,Manufacturing,No,Marketing,5
Teacher,4,Master,69237.0,Internship,Seattle,Medium,48,IT,No,C++,1
Sales Executive,27,PhD,35414.0,Internship,Remote,Medium,59,Manufacturing,No,Excel,2
Data Scientist,34,High School,83176.0,Contract,San Francisco,Small,49,Manufacturing,No,C++,1
Nurse,4,PhD,,Internship,San Francisco,Enterprise,36,Finance,Yes,SQL,1
Software Engineer,33,Master,99865.0,Full-time,New York,Small,48,Education,No,C++,3
Sales Executive,33,High School,137181.0,Contract,Austin,Large,56,Finance,Yes,SQL,3
Nurse,12,Master,82059.0,Full-time,Boston,Small,37,Finance,No,Marketing,1
Marketing Manager,13,PhD,69150.0,Internship,Seattle,Small,45,IT,No,C++,3
Nurse,10,High School,108367.0,Internship,Chicago,Large,20,Manufacturing,Yes,C++,2
Sales Executive,3,High School,61091.0,Part-time,San Francisco,Medium,49,Education,Yes,,1
Marketing Manager,32,Master,93124.0,Internship,Austin,Large,39,Healthcare,No,Marketing,3
Sales Executive,6,Master,20903.0,Contract,San Francisco,Large,61,Retail,Yes,Python,2
Data Scientist,7,PhD,129952.0,Internship,,Enterprise,59,Finance,No,SQL,1
Software Engineer,9,Master,74235.0,Part-time,Austin,Enterprise,61,Finance,Yes,Data Analysis,1
Sales Executive,14,High School,,Internship,Chicago,Medium,32,Finance,No,Data Analysis,3
Sales Executive,14,Bachelor,75342.0,Internship,Austin,Large,55,Finance,No,Marketing,2
Data Scientist,4,Bachelor,62723.0,Internship,Chicago,Large,36,Retail,No,Data Analysis,1
Accountant,28,PhD,55572.0,Part-time,New York,Large,48,Healthcare,No,Marketing,1
Data Scientist,18,Master,37610.0,Full-time,San Francisco,Small,43,IT,Yes,Data Analysis,5
Marketing Manager,9,PhD,54052.0,Internship,Chicago,Enterprise,22,Healthcare,Yes,Python,1
Data Scientist,11,Bachelor,118993.0,Contract,Boston,Enterprise,37,Retail,No,Marketing,5
Data Scientist,3,Bachelor,107063.0,Part-time,Remote,Medium,19,Education,No,SQL,5
Software Engineer,30,Master,57550.0,Contract,San Francisco,Enterprise,38,IT,No,Data Analysis,2
Data Scientist,17,High School,74033.0,Internship,Remote,Enterprise,53,IT,Yes,Java,4
Sales Executive,15,Master,49011.0,Part-time,Boston,Medium,45,Education,No,Java,5
Software Engineer,24,Bachelor,,Internship,Seattle,Large,37,Manufacturing,Yes,Excel,2
Teacher,22,High School,54764.0,Contract,Boston,Small,54,Finance,Yes,Python,3
Accountant,11,PhD,117540.0,Part-time,New York,Medium,56,Retail,No,Excel,5
Software Engineer,33,Bachelor,73533.0,Full-time,Seattle,Enterprise,53,Education,Yes,Java,4
Marketing Manager,2,PhD,44064.0,Full-time,Seattle,Medium,28,Healthcare,No,Python,3
Teacher,8,High School,143989.0,Full-time,Austin,Enterprise,20,Healthcare,No,Marketing,5
Software Engineer,17,PhD,147825.0,Internship,Boston,Large,54,Manufacturing,Yes,Marketing,5
Software Engineer,34,Bachelor,69581.0,Part-time,Austin,Large,37,Education,Yes,SQL,4
Accountant,33,Master,140388.0,Contract,Boston,Large,49,Retail,No,C++,1
Sales Executive,13,PhD,1000000.0,Contract,Seattle,Enterprise,64,Manufacturing,Yes,Java,4
Marketing Manager,3,Bachelor,105701.0,Internship,Austin,Medium,42,Manufacturing,Yes,Marketing,2
Nurse,28,Bachelor,143482.0,Internship,Remote,Enterprise,38,Manufacturing,Yes,Python,2
Nurse,14,High School,28631.0,Contract,San Francisco,Large,33,IT,No,C++,4
Software Engineer,27,Bachelor,143864.0,Part-time,Boston,Large,59,IT,No,C++,4
Data Scientist,15,Master,107388.0,Internship,Boston,Large,18,Finance,Yes,Marketing,4
Marketing Manager,11,Master,144798.0,Part-time,Austin,Enterprise,40,Retail,No,Excel,4
Teacher,4,PhD,90043.0,Contract,Boston,Small,60,Healthcare,No,Excel,4
Data Scientist,33,PhD,,Part-time,Seattle,Large,41,Healthcare,Yes,Excel,5
Data Scientist,0,PhD,48981.0,Full-time,Austin,Medium,64,Finance,Yes,C++,3
Marketing Manager,31,PhD,55764.0,Contract,Austin,Large,42,Healthcare,Yes,Excel,2
Sales Executive,25,Master,121771.0,Full-time,,Enterprise,24,Manufacturing,No,Excel,2
Software Engineer,16,High School,148787.0,Contract,Remote,Medium,55,Finance,No,C++,3
Software Engineer,26,PhD,70513.0,Full-time,Remote,Enterprise,64,Finance,Yes,SQL,4
Software Engineer,23,High School,141505.0,Part-time,,Small,64,Education,No,Excel,3
Software Engineer,34,Bachelor,149014.0,Contract,,Small,56,IT,No,SQL,4
Nurse,25,Bachelor,133076.0,Contract,San Francisco,Enterprise,52,Retail,No,SQL,2
Software Engineer,22,PhD,119007.0,Full-time,Boston,Large,31,Retail,Yes,Marketing,1
Nurse,21,Bachelor,86198.0,Part-time,New York,Medium,26,IT,No,C++,2
Nurse,3,High School,44940.0,Contract,,Large,20,Manufacturing,No,,2
Sales Executive,8,High School,,Internship,New York,Enterprise,55,Retail,Yes,,1
Software Engineer,3,Bachelor,91792.0,Full-time,Remote,Enterprise,37,Healthcare,No,Python,3
Accountant,6,PhD,48432.0,Contract,Seattle,Large,58,Healthcare,No,Java,5
Teacher,22,High School,28367.0,Part-time,San Francisco,Medium,50,Retail,Yes,SQL,4
Data Scientist,1,High School,131764.0,Part-time,,Medium,58,Education,No,Data Analysis,4
Nurse,23,Master,123601.0,Part-time,San Francisco,Medium,61,Retail,Yes,Java,2
Marketing Manager,30,PhD,45511.0,Part-time,Chicago,Medium,49,Finance,No,SQL,1
Marketing Manager,30,Master,28573.0,Full-time,,Medium,53,Manufacturing,No,Excel,2
Teacher,33,Bachelor,35582.0,Contract,New York,Small,43,Finance,Yes,Java,2
Marketing Manager,23,Bachelor,25378.0,Full-time,San Francisco,Small,22,IT,Yes,C++,3
Accountant,25,Master,85296.0,Full-time,Seattle,Enterprise,47,Manufacturing,Yes,Marketing,4
Marketing Manager,15,PhD,33500.0,Part-time,Boston,Small,34,Manufacturing,No,Java,5
Data Scientist,12,High School,85841.0,Internship,New York,Medium,23,Healthcare,No,SQL,1
Data Scientist,14,Bachelor,41881.0,Part-time,Remote,Medium,32,Manufacturing,Yes,C++,5
Nurse,26,PhD,90233.0,Internship,Chicago,Medium,18,Education,Yes,SQL,1
Software Engineer,3,PhD,71542.0,Full-time,Austin,Enterprise,30,Retail,Yes,Python,4
Sales Executive,15,Bachelor,85285.0,Part-time,New York,Enterprise,51,Finance,No,Data Analysis,3
Accountant,29,Bachelor,79547.0,Part-time,Remote,Large,47,Healthcare,No,Data Analysis,5
Nurse,29,PhD,82151.0,Full-time,Remote,Small,36,Healthcare,Yes,Java,1
Accountant,2,High School,,Part-time,Remote,Small,19,Education,No,Marketing,2
Software Engineer,21,Master,27933.0,Contract,Boston,Large,61,Education,No,Excel,4
Marketing Manager,21,Bachelor,103385.0,Internship,,Large,29,Education,No,Python,3
Marketing Manager,11,Master,109772.0,Internship,New York,Small,57,Education,Yes,Java,2
Sales Executive,20,PhD,129767.0,Internship,Austin,Medium,61,Finance,No,Python,3
Software Engineer,3,Master,118706.0,Part-time,San Francisco,Small,41,Education,Yes,Java,1
Nurse,30,High School,98437.0,Contract,Boston,Medium,28,Healthcare,Yes,Data Analysis,2
Sales Executive,30,PhD,26940.0,Part-time,Remote,Enterprise,19,Healthcare,Yes,Excel,3
Software Engineer,22,High School,134326.0,Internship,Austin,Small,18,Manufacturing,Yes,Excel,4
